Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-24 09:58:00+05:30,617.1500244140625,618.25,616.9000244140625,618.0999755859375,43733,0.0,0.0
2024-01-24 09:59:00+05:30,617.8499755859375,618.0999755859375,617.25,617.9500122070312,33714,0.0,0.0
2024-01-24 10:00:00+05:30,617.9500122070312,619.75,617.7999877929688,619.75,102480,0.0,0.0
2024-01-24 10:01:00+05:30,619.4500122070312,620.2999877929688,618.0,618.7999877929688,139537,0.0,0.0
2024-01-24 10:02:00+05:30,618.8499755859375,618.8499755859375,617.3499755859375,617.9500122070312,43656,0.0,0.0
2024-01-24 10:03:00+05:30,617.9000244140625,617.9500122070312,615.75,615.75,76810,0.0,0.0
2024-01-24 10:04:00+05:30,616.0,617.2000122070312,615.9500122070312,616.7999877929688,57780,0.0,0.0
2024-01-24 10:05:00+05:30,616.5499877929688,617.4500122070312,616.4500122070312,616.9000244140625,34195,0.0,0.0
2024-01-24 10:06:00+05:30,617.25,618.3499755859375,617.0999755859375,618.1500244140625,42811,0.0,0.0
2024-01-24 10:07:00+05:30,617.9500122070312,618.5,617.0,617.25,39806,0.0,0.0
2024-01-24 10:08:00+05:30,617.2000122070312,617.6500244140625,616.5499877929688,617.0999755859375,26937,0.0,0.0
2024-01-24 10:09:00+05:30,617.0999755859375,618.0,617.0999755859375,617.1500244140625,29863,0.0,0.0
2024-01-24 10:10:00+05:30,617.2000122070312,617.8499755859375,616.6500244140625,617.6500244140625,33043,0.0,0.0
2024-01-24 10:11:00+05:30,617.75,617.9000244140625,617.0999755859375,617.5,26465,0.0,0.0
2024-01-24 10:12:00+05:30,617.5,618.2000122070312,616.9500122070312,617.5999755859375,46947,0.0,0.0
2024-01-24 10:13:00+05:30,617.9000244140625,618.0,617.4500122070312,617.5499877929688,24672,0.0,0.0
2024-01-24 10:14:00+05:30,617.7999877929688,618.0,617.5,617.7999877929688,25850,0.0,0.0
2024-01-24 10:15:00+05:30,617.9500122070312,619.5,617.7000122070312,619.0,88245,0.0,0.0
2024-01-24 10:16:00+05:30,618.9500122070312,618.9500122070312,618.0,618.3499755859375,33180,0.0,0.0
2024-01-24 10:17:00+05:30,618.3499755859375,619.6500244140625,618.2999877929688,619.5,69450,0.0,0.0
2024-01-24 10:18:00+05:30,619.1500244140625,619.5,618.7000122070312,618.8499755859375,44116,0.0,0.0
2024-01-24 10:19:00+05:30,619.0,619.1500244140625,618.0999755859375,619.1500244140625,34867,0.0,0.0
2024-01-24 10:20:00+05:30,619.0,619.3499755859375,618.5499877929688,619.2999877929688,39111,0.0,0.0
2024-01-24 10:21:00+05:30,619.5,619.7999877929688,618.75,619.6500244140625,45414,0.0,0.0
2024-01-24 10:22:00+05:30,619.7999877929688,619.7999877929688,619.0499877929688,619.5999755859375,27402,0.0,0.0
2024-01-24 10:23:00+05:30,619.5999755859375,620.0,618.9500122070312,620.0,32241,0.0,0.0
2024-01-24 10:24:00+05:30,619.7000122070312,620.0,619.1500244140625,619.25,22642,0.0,0.0
2024-01-24 10:25:00+05:30,619.4000244140625,619.7000122070312,619.0999755859375,619.25,36666,0.0,0.0
2024-01-24 10:26:00+05:30,619.25,619.4000244140625,618.5999755859375,619.0,51053,0.0,0.0
2024-01-24 10:27:00+05:30,619.3499755859375,619.7999877929688,619.0999755859375,619.4500122070312,31037,0.0,0.0
2024-01-24 10:28:00+05:30,619.4500122070312,619.4500122070312,618.6500244140625,618.75,22598,0.0,0.0
2024-01-24 10:29:00+05:30,618.75,618.8499755859375,618.0,618.5,42512,0.0,0.0
2024-01-24 10:30:00+05:30,618.5,618.7000122070312,618.0999755859375,618.6500244140625,27522,0.0,0.0
2024-01-24 10:31:00+05:30,618.6500244140625,619.2999877929688,618.5,618.9500122070312,19840,0.0,0.0
2024-01-24 10:32:00+05:30,618.8499755859375,618.9500122070312,618.5,618.5,20472,0.0,0.0
2024-01-24 10:33:00+05:30,618.5499877929688,619.0,618.4000244140625,618.5999755859375,26968,0.0,0.0
2024-01-24 10:34:00+05:30,618.5999755859375,618.9500122070312,618.2000122070312,618.4500122070312,15939,0.0,0.0
2024-01-24 10:35:00+05:30,618.3499755859375,618.7999877929688,618.0,618.0,36421,0.0,0.0
2024-01-24 10:36:00+05:30,618.0499877929688,618.2999877929688,617.7999877929688,617.8499755859375,27623,0.0,0.0
2024-01-24 10:37:00+05:30,617.9500122070312,618.1500244140625,617.5999755859375,617.7999877929688,23006,0.0,0.0
2024-01-24 10:38:00+05:30,617.6500244140625,617.7999877929688,616.7000122070312,617.2000122070312,52130,0.0,0.0
2024-01-24 10:39:00+05:30,616.9500122070312,618.0,616.8499755859375,617.9500122070312,27963,0.0,0.0
2024-01-24 10:40:00+05:30,618.0,618.0999755859375,617.1500244140625,617.25,33197,0.0,0.0
2024-01-24 10:41:00+05:30,617.4000244140625,617.8499755859375,617.25,617.3499755859375,41945,0.0,0.0
2024-01-24 10:42:00+05:30,617.5,617.9500122070312,617.0999755859375,617.75,63222,0.0,0.0
2024-01-24 10:43:00+05:30,617.5,617.9500122070312,617.0,617.25,31307,0.0,0.0
2024-01-24 10:44:00+05:30,617.1500244140625,617.4500122070312,616.2000122070312,616.2999877929688,42564,0.0,0.0
2024-01-24 10:45:00+05:30,616.1500244140625,616.5,615.5,616.4000244140625,64227,0.0,0.0
2024-01-24 10:46:00+05:30,616.4000244140625,616.5,615.5999755859375,615.6500244140625,45534,0.0,0.0
2024-01-24 10:47:00+05:30,615.7999877929688,615.9000244140625,615.4000244140625,615.5999755859375,27033,0.0,0.0
2024-01-24 10:48:00+05:30,615.5,616.2999877929688,615.5,616.2999877929688,25024,0.0,0.0
2024-01-24 10:49:00+05:30,616.2000122070312,616.3499755859375,615.5,615.5,93970,0.0,0.0
2024-01-24 10:50:00+05:30,615.4500122070312,616.75,615.4500122070312,616.0,146287,0.0,0.0
2024-01-24 10:51:00+05:30,615.9500122070312,616.5499877929688,615.5499877929688,616.5,94545,0.0,0.0
2024-01-24 10:52:00+05:30,616.5,616.5999755859375,615.7000122070312,616.0999755859375,116795,0.0,0.0
2024-01-24 10:53:00+05:30,616.0499877929688,617.5499877929688,615.9500122070312,617.5,105688,0.0,0.0
2024-01-24 10:54:00+05:30,617.3499755859375,618.4000244140625,617.2999877929688,618.0999755859375,50982,0.0,0.0
2024-01-24 10:55:00+05:30,618.0999755859375,618.4000244140625,617.8499755859375,618.4000244140625,37612,0.0,0.0
2024-01-24 10:56:00+05:30,618.3499755859375,618.7000122070312,618.0,618.3499755859375,115759,0.0,0.0
2024-01-24 10:57:00+05:30,618.75,619.4000244140625,618.25,619.0499877929688,134939,0.0,0.0
2024-01-24 10:58:00+05:30,619.1500244140625,619.5,618.75,619.2000122070312,131961,0.0,0.0
2024-01-24 10:59:00+05:30,618.8499755859375,619.5999755859375,618.6500244140625,619.4000244140625,136664,0.0,0.0
2024-01-24 11:00:00+05:30,619.7999877929688,620.5,619.75,620.3499755859375,113952,0.0,0.0
2024-01-24 11:01:00+05:30,620.3499755859375,620.5,619.8499755859375,620.0,38040,0.0,0.0
2024-01-24 11:02:00+05:30,620.0999755859375,620.0999755859375,619.75,620.0,36476,0.0,0.0
2024-01-24 11:03:00+05:30,619.9500122070312,620.2000122070312,619.9000244140625,620.0,33831,0.0,0.0
2024-01-24 11:04:00+05:30,619.7999877929688,620.2000122070312,619.7000122070312,620.0999755859375,49593,0.0,0.0
2024-01-24 11:05:00+05:30,620.0999755859375,620.3499755859375,619.9500122070312,619.9500122070312,49437,0.0,0.0
2024-01-24 11:06:00+05:30,620.25,621.3499755859375,620.25,620.9500122070312,99052,0.0,0.0
2024-01-24 11:07:00+05:30,621.0999755859375,622.2000122070312,620.3499755859375,622.0499877929688,182518,0.0,0.0
2024-01-24 11:08:00+05:30,622.0999755859375,622.0999755859375,621.1500244140625,621.5499877929688,199141,0.0,0.0
2024-01-24 11:09:00+05:30,621.5499877929688,621.5999755859375,621.0,621.4000244140625,115930,0.0,0.0
2024-01-24 11:10:00+05:30,621.3499755859375,622.2999877929688,621.2999877929688,622.1500244140625,53436,0.0,0.0
2024-01-24 11:11:00+05:30,622.0499877929688,622.2000122070312,621.25,621.25,129839,0.0,0.0
2024-01-24 11:12:00+05:30,621.25,621.9500122070312,621.25,621.4000244140625,46706,0.0,0.0
2024-01-24 11:13:00+05:30,621.25,621.8499755859375,621.25,621.5499877929688,27929,0.0,0.0
2024-01-24 11:14:00+05:30,621.5499877929688,621.75,621.25,621.2999877929688,45506,0.0,0.0
2024-01-24 11:15:00+05:30,621.2999877929688,622.0,621.25,621.7000122070312,62322,0.0,0.0
2024-01-24 11:16:00+05:30,621.7000122070312,622.0,621.5999755859375,621.9000244140625,33430,0.0,0.0
2024-01-24 11:17:00+05:30,621.9500122070312,621.9500122070312,621.25,621.4000244140625,31661,0.0,0.0
2024-01-24 11:18:00+05:30,621.2999877929688,621.75,621.25,621.6500244140625,56000,0.0,0.0
2024-01-24 11:19:00+05:30,621.6500244140625,621.6500244140625,621.25,621.4500122070312,26532,0.0,0.0
2024-01-24 11:20:00+05:30,621.4500122070312,621.5999755859375,621.25,621.5,36754,0.0,0.0
2024-01-24 11:21:00+05:30,621.5,621.75,621.0,621.0499877929688,48600,0.0,0.0
2024-01-24 11:22:00+05:30,621.0499877929688,621.0999755859375,619.5999755859375,619.5999755859375,51878,0.0,0.0
2024-01-24 11:23:00+05:30,619.8499755859375,620.0999755859375,619.0499877929688,619.2000122070312,58562,0.0,0.0
2024-01-24 11:24:00+05:30,619.0999755859375,619.7000122070312,618.5,618.5999755859375,53379,0.0,0.0
2024-01-24 11:25:00+05:30,618.7000122070312,619.2000122070312,617.3499755859375,617.3499755859375,79197,0.0,0.0
2024-01-24 11:26:00+05:30,617.5,617.8499755859375,616.7000122070312,617.6500244140625,66114,0.0,0.0
2024-01-24 11:27:00+05:30,617.7000122070312,617.9000244140625,617.2000122070312,617.4500122070312,35220,0.0,0.0
2024-01-24 11:28:00+05:30,617.3499755859375,617.9000244140625,616.6500244140625,616.6500244140625,74163,0.0,0.0
2024-01-24 11:29:00+05:30,616.5,616.75,616.3499755859375,616.5499877929688,41161,0.0,0.0
2024-01-24 11:30:00+05:30,616.2999877929688,616.8499755859375,615.6500244140625,615.7999877929688,50560,0.0,0.0
2024-01-24 11:31:00+05:30,615.7999877929688,616.1500244140625,615.0,615.0,91701,0.0,0.0
2024-01-24 11:32:00+05:30,614.8499755859375,615.0999755859375,614.0,614.4000244140625,70496,0.0,0.0
2024-01-24 11:33:00+05:30,614.3499755859375,615.75,614.2000122070312,615.5499877929688,74610,0.0,0.0
2024-01-24 11:34:00+05:30,616.0,616.6500244140625,615.2999877929688,615.5,54725,0.0,0.0
2024-01-24 11:35:00+05:30,615.4500122070312,616.6500244140625,615.4500122070312,616.2000122070312,45437,0.0,0.0
2024-01-24 11:36:00+05:30,616.25,617.75,616.25,617.4000244140625,113263,0.0,0.0
2024-01-24 11:37:00+05:30,617.3499755859375,617.4500122070312,616.75,617.0,47329,0.0,0.0
2024-01-24 11:38:00+05:30,617.0,617.4000244140625,616.2999877929688,616.6500244140625,49965,0.0,0.0
2024-01-24 11:39:00+05:30,616.5499877929688,616.8499755859375,616.0499877929688,616.4500122070312,40768,0.0,0.0
2024-01-24 11:40:00+05:30,616.3499755859375,616.5,615.4500122070312,615.5499877929688,43399,0.0,0.0
2024-01-24 11:41:00+05:30,615.5499877929688,616.9500122070312,615.5499877929688,616.9000244140625,33462,0.0,0.0
2024-01-24 11:42:00+05:30,616.9000244140625,617.4000244140625,616.6500244140625,616.7999877929688,42393,0.0,0.0
2024-01-24 11:43:00+05:30,616.7000122070312,616.75,616.0499877929688,616.4500122070312,24350,0.0,0.0
2024-01-24 11:44:00+05:30,616.3499755859375,617.0,615.9000244140625,616.5499877929688,27761,0.0,0.0
2024-01-24 11:45:00+05:30,616.5499877929688,616.5999755859375,616.0,616.25,24974,0.0,0.0
2024-01-24 11:46:00+05:30,616.0,616.7000122070312,615.8499755859375,616.5999755859375,54878,0.0,0.0
2024-01-24 11:47:00+05:30,616.5,616.5,615.5999755859375,615.5999755859375,32130,0.0,0.0
2024-01-24 11:48:00+05:30,615.6500244140625,616.0,614.75,614.75,66369,0.0,0.0
2024-01-24 11:49:00+05:30,614.9500122070312,615.9000244140625,614.5,615.75,64857,0.0,0.0
2024-01-24 11:50:00+05:30,615.75,616.6500244140625,615.2999877929688,615.4500122070312,58655,0.0,0.0
2024-01-24 11:51:00+05:30,615.4500122070312,616.0999755859375,615.1500244140625,615.2999877929688,27746,0.0,0.0
2024-01-24 11:52:00+05:30,615.1500244140625,615.75,615.0499877929688,615.2000122070312,24035,0.0,0.0
2024-01-24 11:53:00+05:30,615.0999755859375,615.5999755859375,614.6500244140625,614.7000122070312,53939,0.0,0.0
2024-01-24 11:54:00+05:30,614.5,615.9000244140625,614.4000244140625,615.7000122070312,44700,0.0,0.0
2024-01-24 11:55:00+05:30,615.6500244140625,615.8499755859375,615.0,615.3499755859375,31423,0.0,0.0
2024-01-24 11:56:00+05:30,615.3499755859375,615.75,614.9000244140625,615.7000122070312,29797,0.0,0.0
2024-01-24 11:57:00+05:30,615.6500244140625,615.75,614.8499755859375,614.9000244140625,24533,0.0,0.0
2024-01-24 11:58:00+05:30,614.9000244140625,615.25,614.5499877929688,614.7000122070312,29565,0.0,0.0
2024-01-24 11:59:00+05:30,614.75,616.75,614.75,615.75,49940,0.0,0.0
2024-01-24 12:00:00+05:30,615.75,615.9000244140625,614.6500244140625,615.0499877929688,32941,0.0,0.0
2024-01-24 12:01:00+05:30,615.0499877929688,615.1500244140625,614.6500244140625,614.9000244140625,28188,0.0,0.0
2024-01-24 12:02:00+05:30,614.8499755859375,614.9500122070312,614.4000244140625,614.4500122070312,36893,0.0,0.0
2024-01-24 12:03:00+05:30,614.5999755859375,614.9500122070312,613.7000122070312,614.0499877929688,52065,0.0,0.0
2024-01-24 12:04:00+05:30,614.0499877929688,614.0499877929688,613.0,613.2000122070312,68924,0.0,0.0
2024-01-24 12:05:00+05:30,613.0999755859375,613.3499755859375,612.0999755859375,612.5,71551,0.0,0.0
2024-01-24 12:06:00+05:30,612.2999877929688,613.7000122070312,612.0999755859375,613.0,56262,0.0,0.0
2024-01-24 12:07:00+05:30,613.0,613.6500244140625,612.8499755859375,613.3499755859375,28530,0.0,0.0
2024-01-24 12:08:00+05:30,613.5499877929688,613.9000244140625,613.1500244140625,613.5999755859375,27969,0.0,0.0
2024-01-24 12:09:00+05:30,613.5999755859375,614.5499877929688,613.3499755859375,614.5499877929688,68643,0.0,0.0
2024-01-24 12:10:00+05:30,614.3499755859375,615.0,614.0999755859375,614.5499877929688,50682,0.0,0.0
2024-01-24 12:11:00+05:30,614.4000244140625,614.6500244140625,614.0499877929688,614.0499877929688,27746,0.0,0.0
2024-01-24 12:12:00+05:30,614.1500244140625,614.1500244140625,613.1500244140625,613.4000244140625,61346,0.0,0.0
2024-01-24 12:13:00+05:30,613.2000122070312,613.75,613.1500244140625,613.5,20357,0.0,0.0
2024-01-24 12:14:00+05:30,613.4000244140625,614.2000122070312,613.3499755859375,613.5999755859375,25668,0.0,0.0
2024-01-24 12:15:00+05:30,613.9000244140625,613.9000244140625,613.0999755859375,613.25,26139,0.0,0.0
2024-01-24 12:16:00+05:30,613.25,613.6500244140625,613.0999755859375,613.4000244140625,15473,0.0,0.0
2024-01-24 12:17:00+05:30,613.3499755859375,613.7999877929688,613.2999877929688,613.4500122070312,48004,0.0,0.0
2024-01-24 12:18:00+05:30,613.4500122070312,613.75,613.25,613.75,19368,0.0,0.0
2024-01-24 12:19:00+05:30,613.6500244140625,614.5499877929688,613.3499755859375,614.4500122070312,32297,0.0,0.0
2024-01-24 12:20:00+05:30,614.5499877929688,614.7999877929688,614.0,614.5999755859375,33308,0.0,0.0
2024-01-24 12:21:00+05:30,614.2999877929688,614.2999877929688,613.0,613.0499877929688,24133,0.0,0.0
2024-01-24 12:22:00+05:30,613.25,613.4000244140625,612.9500122070312,613.0,31087,0.0,0.0
2024-01-24 12:23:00+05:30,613.0,613.5999755859375,612.7999877929688,613.4500122070312,22918,0.0,0.0
2024-01-24 12:24:00+05:30,613.2999877929688,613.7999877929688,612.8499755859375,613.5499877929688,23006,0.0,0.0
2024-01-24 12:25:00+05:30,613.4500122070312,614.0999755859375,613.1500244140625,613.5499877929688,39401,0.0,0.0
2024-01-24 12:26:00+05:30,613.4000244140625,613.4000244140625,612.75,612.9500122070312,28041,0.0,0.0
2024-01-24 12:27:00+05:30,612.9500122070312,613.2000122070312,611.5999755859375,611.7999877929688,54282,0.0,0.0
2024-01-24 12:28:00+05:30,612.2000122070312,612.7999877929688,611.75,612.6500244140625,41008,0.0,0.0
2024-01-24 12:29:00+05:30,613.0999755859375,613.8499755859375,613.0,613.5499877929688,27165,0.0,0.0
2024-01-24 12:30:00+05:30,613.5,613.7000122070312,612.7000122070312,613.1500244140625,22155,0.0,0.0
2024-01-24 12:31:00+05:30,612.8499755859375,613.0499877929688,612.5499877929688,612.8499755859375,23399,0.0,0.0
2024-01-24 12:32:00+05:30,612.8499755859375,613.1500244140625,612.2000122070312,613.1500244140625,29570,0.0,0.0
2024-01-24 12:33:00+05:30,612.9000244140625,612.9500122070312,612.2999877929688,612.2999877929688,25464,0.0,0.0
2024-01-24 12:34:00+05:30,612.4000244140625,612.75,612.0999755859375,612.4500122070312,34868,0.0,0.0
2024-01-24 12:35:00+05:30,612.4000244140625,612.6500244140625,612.1500244140625,612.1500244140625,24266,0.0,0.0
2024-01-24 12:36:00+05:30,612.3499755859375,612.3499755859375,611.0499877929688,611.5999755859375,46550,0.0,0.0
2024-01-24 12:37:00+05:30,611.5999755859375,611.9000244140625,611.5,611.75,24200,0.0,0.0
2024-01-24 12:38:00+05:30,611.75,611.9500122070312,611.2999877929688,611.5999755859375,23849,0.0,0.0
2024-01-24 12:39:00+05:30,611.6500244140625,611.7000122070312,610.9500122070312,611.0999755859375,36293,0.0,0.0
2024-01-24 12:40:00+05:30,611.0499877929688,612.6500244140625,611.0499877929688,612.2000122070312,44165,0.0,0.0
2024-01-24 12:41:00+05:30,612.2000122070312,612.2999877929688,611.5999755859375,611.9000244140625,31705,0.0,0.0
2024-01-24 12:42:00+05:30,611.9000244140625,613.4500122070312,611.9000244140625,612.75,38421,0.0,0.0
2024-01-24 12:43:00+05:30,612.9000244140625,613.6500244140625,612.7000122070312,613.4000244140625,60255,0.0,0.0
2024-01-24 12:44:00+05:30,613.2000122070312,613.2000122070312,612.0999755859375,612.4000244140625,28732,0.0,0.0
2024-01-24 12:45:00+05:30,612.25,612.8499755859375,612.25,612.8499755859375,22827,0.0,0.0
2024-01-24 12:46:00+05:30,612.7999877929688,613.5,612.5,612.5499877929688,32097,0.0,0.0
2024-01-24 12:47:00+05:30,612.5499877929688,612.8499755859375,612.4000244140625,612.5999755859375,20004,0.0,0.0
2024-01-24 12:48:00+05:30,612.4000244140625,612.5999755859375,611.25,611.7000122070312,33889,0.0,0.0
2024-01-24 12:49:00+05:30,611.2999877929688,612.3499755859375,611.2000122070312,611.7000122070312,38310,0.0,0.0
2024-01-24 12:50:00+05:30,611.6500244140625,612.5,611.5,612.2999877929688,57700,0.0,0.0
2024-01-24 12:51:00+05:30,612.25,613.5499877929688,611.75,613.5499877929688,37695,0.0,0.0
2024-01-24 12:52:00+05:30,613.4000244140625,613.7999877929688,612.9000244140625,613.7999877929688,41031,0.0,0.0
2024-01-24 12:53:00+05:30,613.5,613.7000122070312,612.2999877929688,612.5999755859375,60716,0.0,0.0
2024-01-24 12:54:00+05:30,612.5,612.75,611.9000244140625,612.75,34593,0.0,0.0
2024-01-24 12:55:00+05:30,612.5,613.9000244140625,612.5,613.7999877929688,34246,0.0,0.0
2024-01-24 12:56:00+05:30,613.75,614.9500122070312,613.5,613.75,86999,0.0,0.0
2024-01-24 12:57:00+05:30,613.7999877929688,613.9500122070312,613.0499877929688,613.25,45219,0.0,0.0
2024-01-24 12:58:00+05:30,613.25,614.0,613.25,613.4500122070312,44022,0.0,0.0
2024-01-24 12:59:00+05:30,613.25,614.9000244140625,613.25,614.5499877929688,62848,0.0,0.0
2024-01-24 13:00:00+05:30,614.6500244140625,615.0,614.0999755859375,615.0,29962,0.0,0.0
2024-01-24 13:01:00+05:30,614.9500122070312,615.0,614.5,614.6500244140625,107981,0.0,0.0
2024-01-24 13:02:00+05:30,614.7999877929688,614.8499755859375,614.1500244140625,614.75,37316,0.0,0.0
2024-01-24 13:03:00+05:30,614.5999755859375,615.7000122070312,614.5999755859375,615.5999755859375,85298,0.0,0.0
2024-01-24 13:04:00+05:30,615.5,615.5,614.0,614.0999755859375,34053,0.0,0.0
2024-01-24 13:05:00+05:30,614.0999755859375,614.7000122070312,613.7999877929688,614.2000122070312,54439,0.0,0.0
2024-01-24 13:06:00+05:30,614.0499877929688,615.0999755859375,613.5,615.0499877929688,40886,0.0,0.0
2024-01-24 13:07:00+05:30,614.7999877929688,615.0499877929688,613.7999877929688,614.1500244140625,26912,0.0,0.0
2024-01-24 13:08:00+05:30,614.1500244140625,614.75,613.7999877929688,614.2000122070312,23442,0.0,0.0
2024-01-24 13:09:00+05:30,614.4000244140625,614.4000244140625,613.1500244140625,613.7999877929688,33851,0.0,0.0
2024-01-24 13:10:00+05:30,613.7999877929688,614.3499755859375,613.5,614.0,16476,0.0,0.0
2024-01-24 13:11:00+05:30,614.0499877929688,614.0499877929688,613.25,613.4000244140625,21359,0.0,0.0
2024-01-24 13:12:00+05:30,613.2999877929688,614.0,613.0999755859375,613.2999877929688,25902,0.0,0.0
2024-01-24 13:13:00+05:30,613.2999877929688,613.2999877929688,612.5999755859375,613.25,35496,0.0,0.0
2024-01-24 13:14:00+05:30,613.2000122070312,613.8499755859375,613.0499877929688,613.5499877929688,16623,0.0,0.0
2024-01-24 13:15:00+05:30,613.5999755859375,614.25,613.3499755859375,613.8499755859375,33188,0.0,0.0
2024-01-24 13:16:00+05:30,613.8499755859375,613.9500122070312,612.5999755859375,612.9000244140625,28336,0.0,0.0
2024-01-24 13:17:00+05:30,612.8499755859375,613.0999755859375,612.0,612.0499877929688,30984,0.0,0.0
2024-01-24 13:18:00+05:30,612.0499877929688,613.4500122070312,612.0499877929688,613.3499755859375,27113,0.0,0.0
2024-01-24 13:19:00+05:30,613.3499755859375,614.4000244140625,613.2999877929688,614.3499755859375,26182,0.0,0.0
2024-01-24 13:20:00+05:30,614.3499755859375,615.3499755859375,614.0,614.7000122070312,50006,0.0,0.0
2024-01-24 13:21:00+05:30,614.7999877929688,614.7999877929688,614.0999755859375,614.0999755859375,41826,0.0,0.0
2024-01-24 13:22:00+05:30,614.0999755859375,614.9000244140625,614.0,614.5,30830,0.0,0.0
2024-01-24 13:23:00+05:30,614.4000244140625,614.4500122070312,613.3499755859375,614.2000122070312,25275,0.0,0.0
